,ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
153,1044759,m,1/5/1992,89.6,cbse,2010,83.8,cbse,13128,2,B.Tech/B.E.,electronics and communication engineering,76.4,13128,1,Delhi,2014,650,565,595,0.338786347,505,292,-1,-1,-1,-1,-1,0.7027,0.2124,-0.2974,0.3995,1.0554,330000
154,454921,m,10/30/1988,82.0,0,2008,60.0,0,272,2,B.Tech/B.E.,information technology,80.0,272,0,Punjab,2012,585,525,475,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,-0.9245,-0.7603,-0.7615,320000
155,283164,m,6/15/1989,70.0,icse,2006,73.8,isc,4234,2,B.Tech/B.E.,computer engineering,70.13,4234,0,Uttar Pradesh,2011,825,505,485,0.884122512,535,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.2525,0.8848,0.5024,715000
157,702081,m,9/20/1990,83.0,cbse,2008,81.0,cbse,2027,2,B.Tech/B.E.,electronics and electrical engineering,79.2,2027,0,Haryana,2012,440,655,705,0.837620726,285,-1,-1,-1,500,-1,-1,-1.0208,0.3789,0.6248,-1.6289,-0.2859,180000
158,470741,f,8/6/1990,67.8,0,2008,65.2,0,12184,2,B.Tech/B.E.,computer engineering,72.18,12184,0,Madhya Pradesh,2012,525,305,405,0.24545566,335,-1,-1,-1,-1,-1,-1,0.51,0.0328,-0.7794,-0.2902,0.7788,180000
159,1088859,m,6/27/1992,82.4,icse,2010,81.2,icse,8159,2,B.Tech/B.E.,information technology,69.0,8159,0,Uttar Pradesh,2014,535,470,585,0.622642916,385,-1,407,-1,-1,-1,-1,0.99,1.0449,0.6248,-0.8682,-1.6273,75000
160,431891,f,10/9/1989,79.0,icse,2008,74.6,cbse,5232,2,B.Tech/B.E.,computer engineering,71.2,5232,0,Haryana,2012,525,435,505,0.488347977,405,-1,-1,-1,-1,-1,-1,-1.4606,-1.0593,-0.344,1.1492,-2.3412,280000
161,272323,f,8/24/1989,81.2,cbse,2007,82.8,cbse,11537,2,B.Tech/B.E.,computer engineering,73.0,11537,0,Uttar Pradesh,2011,525,625,585,0.635978756,445,-1,-1,-1,-1,-1,-1,0.51,1.1248,0.5269,-0.7603,0.6603,390000
162,1008832,m,6/28/1992,73.5,state board,2009,71.0,state board,6518,2,B.Tech/B.E.,mechanical engineering,71.0,6518,0,Uttar Pradesh,2013,570,545,500,0.8295846,-1,-1,-1,469,-1,-1,-1,0.99,0.8784,0.6248,-1.5021,0.6721,325000
163,852303,m,6/7/1992,90.6,state board,2009,94.3,state board,11490,2,B.Tech/B.E.,electronics and communication engineering,84.0,11490,0,Andhra Pradesh,2013,520,460,620,0.493596387,455,324,-1,-1,-1,-1,-1,0.99,0.5454,0.7785,-1.6289,0.6721,300000
165,535627,m,12/17/1992,86.0,cbse,2010,83.8,cbse,12290,2,B.Tech/B.E.,information technology,77.0,12290,0,Himachal Pradesh,2014,555,605,560,0.486747008,465,-1,376,-1,-1,-1,-1,0.9737,1.4368,0.5994,-0.2902,0.3444,505000
166,612621,m,6/18/1992,73.0,cbse,2009,79.0,state board,12755,2,B.Tech/B.E.,electronics and communication engineering,75.0,12755,0,Tamil Nadu,2013,440,315,430,0.538386893,-1,333,-1,-1,-1,420,-1,-0.4463,-1.9521,-0.4511,-0.4879,-1.4356,240000
167,797585,m,11/14/1989,65.0,state board,2007,50.0,state board,7000,2,MCA,computer application,73.14,7000,1,Karnataka,2013,625,495,430,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.8772,-0.6201,-0.4511,0.653,-0.4776,240000
168,294861,m,12/12/1988,86.0,tn state board,2006,82.0,tn state board,431,2,B.Tech/B.E.,information technology,71.0,431,0,Tamil Nadu,2010,485,505,505,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.0355,-0.1232,0.2366,-0.6428,-0.6035,200000
170,328471,m,8/18/1990,91.6,cbse,2008,85.8,cbse,55,2,B.Tech/B.E.,electronics and communication engineering,77.7,55,0,Uttar Pradesh,2012,534,575,685,0.376059587,-1,300,-1,-1,-1,-1,-1,-0.5719,1.5928,0.5269,-0.1727,0.1864,335000
171,319780,f,1/23/1989,89.0,cbse,2006,78.0,cbse,6038,2,B.Tech/B.E.,computer engineering,73.14,6038,0,Uttar Pradesh,2011,545,485,544,0.884122512,535,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,-0.43717,0.3444,310000
173,31330,m,5/29/1986,78.0,cbse,2004,83.0,cbse,2,1,B.Tech/B.E.,information technology,72.13,2,1,Delhi,2010,444,555,695,0.999904558,804,-1,-1,-1,-1,-1,-1,0.6646,0.3448,0.8171,0.6498,0.0284,600000
175,743559,m,12/13/1991,75.0,cbse,2008,77.0,cbse,708,2,B.Tech/B.E.,electronics and communication engineering,70.45,708,0,Karnataka,2013,455,595,545,0.112139438,425,228,-1,-1,-1,-1,-1,1.2772,1.2114,1.3933,-0.1076,0.8637,150000
176,795018,m,6/26/1991,71.3,cbse,2008,63.8,state board,222,2,MCA,computer application,79.6,222,0,Jharkhand,2014,325,475,370,0.622642916,425,-1,407,-1,-1,-1,-1,-1.308,-0.2871,-0.2974,1.1601,-1.244,180000
177,1288243,m,8/18/1992,81.0,cbse,2012,73.0,cbse,23,2,B.Tech/B.E.,information technology,61.6,23,0,Uttar Pradesh,2014,640,570,495,0.356536488,535,-1,346,-1,-1,-1,-1,-0.4463,0.8784,0.4711,-2.136,0.6721,360000
178,662316,m,12/19/1990,55.0,state board,2009,68.0,state board,10881,2,B.Tech/B.E.,computer engineering,74.9,10881,1,West Bengal,2013,440,560,545,0.793580615,495,-1,-1,-1,-1,-1,-1,0.5591,0.3789,1.3933,-1.2486,-1.0524,180000
179,553393,f,10/24/1990,83.4,cbse,2008,88.2,cbse,13210,2,B.Tech/B.E.,electronics and communication engineering,72.3,13210,0,Uttar Pradesh,2013,450,450,445,0.124502074,-1,233,-1,-1,-1,-1,-1,0.4155,0.3789,1.2396,1.0333,-0.0943,180000
180,928178,m,10/8/1991,64.8,state board,2009,69.4,state board,7736,2,B.Tech/B.E.,information technology,73.8,7736,0,Chhattisgarh,2013,465,475,385,0.356536488,525,-1,346,-1,-1,-1,-1,0.1282,0.8784,-0.1437,-0.2344,0.2889,240000
182,47016,m,2/29/1988,82.27,matriculation,2006,80.58,state board,434,2,B.Tech/B.E.,electronics and communication engineering,61.0,434,1,Tamil Nadu,2010,495,465,575,0.124502074,275,233,-1,180,-1,-1,-1,-0.4173,-0.7473,-0.0537,0.2973,0.0284,400000
183,1255815,m,8/21/1993,71.1,cbse,2011,64.5,state board,14169,2,B.Tech/B.E.,mechanical engineering,60.05,14169,0,Uttar Pradesh,2015,560,340,390,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.0154,-0.6201,-0.4511,0.1459,-1.244,150000
185,449905,f,10/12/1990,78.0,cbse,2008,79.4,cbse,4450,2,B.Tech/B.E.,computer engineering,76.76,4450,0,Uttar Pradesh,2012,465,575,625,0.864685413,525,-1,-1,-1,-1,-1,-1,1.2828,0.7348,0.0552,-0.0552,-0.9194,455000
186,1037712,m,7/10/1992,77.0,state board,2009,69.0,state board,4979,2,B.Tech/B.E.,electronics and communication engineering,84.1,4979,0,West Bengal,2013,490,590,655,-1.0,385,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.4711,-1.6289,0.6721,240000
187,258837,m,7/28/1988,80.0,rbse,2005,75.0,rbse,11444,2,B.Tech/B.E.,electrical engineering,71.56,11444,0,Rajasthan,2011,375,495,445,0.376059587,-1,300,-1,-1,-1,-1,-1,0.51,0.3448,0.2075,0.9169,0.0284,350000
188,336787,f,6/3/1991,89.0,0,2008,94.16,0,3076,2,B.Tech/B.E.,information technology,89.2,3076,0,Tamil Nadu,2012,425,515,655,0.930370607,565,-1,-1,-1,-1,-1,-1,0.0464,1.3198,-0.4891,-1.11277,-0.2875,385000
189,509967,m,7/23/1990,87.33,rbse,2008,82.46,rbse,11444,2,B.Tech/B.E.,mechanical engineering,73.83,11444,0,Rajasthan,2012,640,610,650,0.995613797,-1,-1,-1,616,-1,-1,-1,1.2828,0.8128,0.0914,-0.8778,0.6603,440000
190,798860,m,9/28/1991,73.94,state board,2009,79.16,state board,9361,2,MCA,computer application,86.0,9361,0,Tamil Nadu,2013,535,460,680,0.974396113,615,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,0.9322,-0.995,-0.4776,380000
191,334430,m,9/9/1989,79.8,0,2007,81.0,0,1622,2,B.Tech/B.E.,electronics and communication engineering,76.03,1622,0,Madhya Pradesh,2012,425,535,605,0.694479328,-1,366,-1,-1,-1,-1,-1,1.4374,0.1498,-0.598,-1.58287,-0.7615,420000
192,331226,f,4/2/1991,92.0,board of secondary education,2008,94.8,board of intermediate education,9769,2,B.Tech/B.E.,electronics and communication engineering,77.33,9769,1,Telangana,2012,505,525,505,0.960603252,-1,466,-1,-1,-1,-1,-1,0.0464,0.9688,-0.1626,1.3549,-0.7615,360000
193,794736,m,11/30/1990,76.0,icse,2009,78.0,icse,8346,2,B.Tech/B.E.,electronics and electrical engineering,70.6,8346,0,Uttar Pradesh,2014,730,570,665,0.661834476,-1,-1,-1,-1,446,-1,-1,-0.5899,-0.7866,1.0859,-0.1076,-0.4776,320000
194,325423,m,11/16/1989,78.93,0,2008,65.0,0,7172,2,B.Tech/B.E.,computer engineering,67.63,7172,0,Maharashtra,2012,535,535,455,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.2628,1.5538,0.5994,-0.29027,0.3444,355000
196,244806,m,10/30/1989,83.2,sslc,2007,77.33,puc,2634,2,B.Tech/B.E.,electronics and electrical engineering,75.67,2634,1,Karnataka,2011,655,415,485,0.376059587,345,300,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.344,-1.4653,-0.6035,490000
197,206788,m,7/15/1987,52.7,0,2005,45.6,0,144,2,MCA,computer application,69.7,144,0,Uttar Pradesh,2011,345,385,345,0.600057182,435,-1,-1,-1,-1,-1,-1,-2.272,-1.5273,-1.0697,0.7673,-0.4455,300000
200,133803,f,3/6/1987,67.25,wbbse,2009,63.4,wbchse,2066,2,B.Tech/B.E.,electrical engineering,69.97,2066,1,West Bengal,2010,455,565,565,0.694479328,365,366,-1,-1,-1,-1,-1,0.9737,1.2808,0.8171,-0.0552,1.4502,240000
203,1187199,m,12/22/1988,67.2,cbse,2007,58.6,cbse,3879,2,B.Tech/B.E.,information technology,66.6,3879,0,Madhya Pradesh,2012,630,565,620,0.842248322,465,-1,469,-1,-1,-1,-1,-0.159,0.5454,0.3174,0.1459,-0.2859,180000
204,1083692,m,3/12/1993,76.0,cbse,2011,66.66,cbse,12374,2,B.Tech/B.E.,mechanical engineering,65.0,12374,0,Punjab,2015,500,400,475,0.125690182,375,-1,-1,284,-1,-1,-1,-2.457,-0.7866,0.01,0.2727,-2.2021,250000
208,212018,f,1/11/1988,75.6,0,2006,77.0,0,5690,2,B.Tech/B.E.,mechanical engineering,70.66,5690,0,Uttar Pradesh,2011,505,404,524,0.535862819,295,-1,-1,393,-1,-1,-1,0.6646,1.7488,0.2366,0.5323,0.6603,275000
210,627921,m,11/15/1991,79.8,cbse,2008,75.6,cbse,5238,2,B.Tech/B.E.,electronics and communication engineering,61.9,5238,0,Haryana,2012,405,620,620,0.376059587,395,300,-1,-1,-1,-1,-1,1.1336,1.0449,0.4711,-0.4879,0.2889,510000
211,856638,m,6/1/1993,84.4,cbse,2009,76.0,cbse,226,2,B.Tech/B.E.,mechanical engineering,63.0,226,1,Maharashtra,2013,430,595,545,0.977066467,-1,-1,-1,561,-1,-1,-1,0.8463,0.2124,0.4711,-0.3612,-0.0943,185000
212,514622,m,9/13/1990,72.0,0,2007,72.0,0,6271,2,B.Tech/B.E.,information technology,70.5,6271,0,Uttarakhand,2012,440,570,530,0.81941653,505,-1,-1,-1,-1,-1,-1,0.0464,0.6178,-0.3803,-1.1128,0.1864,490000
213,818479,m,9/29/1992,85.8,cbse,2010,83.0,cbse,11898,1,B.Tech/B.E.,electronics and communication engineering,91.0,11898,0,Madhya Pradesh,2014,555,545,590,0.649389715,655,356,-1,-1,-1,-1,-1,-0.159,0.5454,0.4711,-1.1218,-0.6692,300000
214,530225,m,1/14/1992,73.0,icse,2009,77.0,cbse,11759,2,B.Tech/B.E.,electronics and communication engineering,79.67,11759,0,Uttarakhand,2013,475,585,515,0.229481755,-1,266,-1,-1,-1,-1,-1,0.51,0.8128,-1.0697,-0.4371,0.1864,410000
215,390024,m,1/24/1991,73.0,0,2008,57.8,0,10342,2,B.Tech/B.E.,computer engineering,58.0,10342,1,Karnataka,2012,375,435,495,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-0.2714,0.2973,-1.0774,225000
216,1297757,m,3/8/1988,83.04,state board,2006,72.6,state board,708,2,M.Tech./M.E.,electronics and communication engineering,64.95,708,0,Karnataka,2013,535,375,375,0.279258512,415,-1,-1,-1,-1,292,-1,1.4208,0.8784,-0.2974,0.7798,0.6721,100000
217,336591,f,6/30/1991,83.0,0,2008,66.0,0,3427,2,B.Tech/B.E.,mechanical engineering,78.0,3427,0,Orissa,2012,305,515,495,0.714529363,-1,-1,-1,435,-1,-1,-1,0.9737,0.2668,0.5994,0.6498,-0.9194,330000
218,1060355,m,9/13/1992,87.0,state board,2010,81.0,state board,12984,2,B.Tech/B.E.,electronics and communication engineering,72.0,12984,0,Tamil Nadu,2014,570,495,525,0.053160305,475,196,-1,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.6289,-1.6273,300000
219,1288236,m,9/14/1992,85.0,cbse,2010,82.0,cbse,110,2,B.Tech/B.E.,electronics and communication engineering,70.6,110,0,Haryana,2014,510,655,665,-1.0,505,-1,315,-1,-1,-1,-1,0.8463,0.8784,0.7785,-1.2486,-0.4776,325000
220,837194,m,10/26/1991,79.2,cbse,2009,76.6,cbse,2952,2,B.Tech/B.E.,electronics and communication engineering,67.6,2952,1,Karnataka,2013,650,580,635,0.976292561,395,484,-1,-1,-1,313,-1,-0.4463,0.2124,0.7785,1.0333,-0.8608,310000
224,872267,m,3/25/1992,82.6,cbse,2009,76.0,cbse,6904,2,B.Tech/B.E.,electronics and electrical engineering,78.0,6904,1,Tamil Nadu,2014,510,560,485,0.837620726,335,-1,-1,-1,500,-1,-1,-1.0208,-0.7866,0.01,1.6672,-1.4356,300000
226,894646,m,5/12/1993,85.0,state board,2010,76.7,state board,14820,2,B.Tech/B.E.,mechanical engineering,67.66,14820,0,Andhra Pradesh,2014,520,350,325,0.45901584,-1,-1,-1,376,-1,-1,-1,0.8463,0.0459,-1.9881,0.7798,1.6302,205000
227,140069,f,7/25/1988,91.2,karnataka secondary school of examination,2006,84.63,karnataka pre university board,4437,2,B.Tech/B.E.,computer engineering,78.15,4437,0,Karnataka,2010,455,535,445,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,0.5269,-0.2902,0.3444,320000
228,207052,m,10/2/1988,83.4,cbse,2006,77.4,isc,49,1,B.Tech/B.E.,electronics and electrical engineering,70.0,49,0,Uttar Pradesh,2011,565,675,725,0.910770164,405,433,-1,-1,-1,-1,-1,-0.5719,0.6568,0.8171,-0.8778,0.3444,510000
229,1087164,f,8/11/1992,79.0,state board,2010,72.5,state board,1228,2,B.Tech/B.E.,electronics and electrical engineering,66.43,1228,1,Karnataka,2014,525,360,370,0.298769129,-1,-1,-1,-1,356,-1,-1,-0.0154,1.0449,-0.1437,-0.6147,1.4386,205000
231,633445,m,6/5/1991,81.2,cbse,2009,76.4,cbse,11630,2,B.Tech/B.E.,mechanical engineering,72.3,11630,0,Uttar Pradesh,2013,765,605,665,0.755375121,-1,-1,-1,446,-1,-1,-1,1.5644,0.7119,1.2396,-2.3895,1.247,360000
232,227704,f,1/29/1990,90.6,ssc,2007,92.3,bieap,2818,2,B.Tech/B.E.,electronics and communication engineering,78.07,2818,1,Telangana,2011,625,545,605,0.0587928,445,200,-1,-1,-1,420,-1,0.2009,0.6568,-0.7794,-0.0552,0.9763,375000
233,224906,m,10/21/1985,55.0,0,2004,43.0,0,215,2,MCA,computer application,62.0,215,1,Maharashtra,2011,305,415,285,0.24545566,335,-1,-1,-1,-1,-1,-1,0.51,0.4488,0.065,-1.1911,0.1187,180000
235,430002,m,1/29/1991,73.0,metric,2008,74.0,state,1227,2,B.Tech/B.E.,information technology,69.2,1227,1,Tamil Nadu,2012,415,635,455,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2148,0.1798,-0.643,310000
236,965223,m,5/22/1992,72.4,icse,2010,72.8,icse,9062,2,B.Tech/B.E.,electronics and communication engineering,71.77,9062,1,Telangana,2014,465,375,510,0.20739217,395,260,-1,-1,-1,-1,-1,0.2718,0.8784,0.7785,-0.2344,0.0973,325000
238,78936,m,8/24/1988,68.0,cbse,2006,59.2,cbse,137,2,B.Tech/B.E.,electronics and communication engineering,65.0,137,0,Uttar Pradesh,2010,355,455,495,0.376059587,-1,300,-1,-1,-1,-1,-1,-1.6538,-1.6833,-1.2148,1.3549,0.0284,375000
239,280505,f,3/24/1990,86.6,board of secondary education,2007,92.0,board of intermediate,9775,2,B.Tech/B.E.,computer engineering,77.96,9775,1,Telangana,2011,495,555,425,0.793580615,495,-1,-1,-1,-1,-1,-1,0.8192,0.8128,0.5269,-1.4653,0.1864,515000
240,276354,f,1/14/1990,81.0,cbse,2007,77.0,cbse,10599,2,B.Tech/B.E.,information technology,82.9,10599,0,Punjab,2011,445,505,525,0.563267824,425,-1,-1,-1,-1,-1,-1,0.3555,-0.5913,-0.6343,-0.9953,0.0284,380000
241,327206,m,4/7/1988,61.6,maharashtra state board,2006,57.83,maharashtra state board,6196,2,B.Tech/B.E.,computer engineering,49.07,6196,0,Maharashtra,2013,655,425,555,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.2287,-0.2793,-0.4891,-0.08457,-0.1295,350000
242,1192794,f,8/6/1992,85.83,state board,2010,86.0,state board,11554,2,B.Tech/B.E.,information technology,86.0,11554,0,Maharashtra,2014,315,480,295,0.144789889,365,-1,284,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,-2.0092,-1.244,265000
245,898205,m,3/24/1992,69.66,cbse,2009,69.6,cbse,66,2,B.Tech/B.E.,information technology,71.7,66,0,Uttar Pradesh,2014,510,460,575,0.667326452,454,-1,-1,-1,-1,-1,-1,-2.457,-1.2861,-1.6807,0.653,-1.244,340000
247,553697,m,12/25/1991,90.4,cbse,2009,80.4,cbse,48,1,B.Tech/B.E.,information technology,74.0,48,1,Delhi,2013,325,555,705,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.159,0.5454,0.9322,0.5262,-1.0524,410000
248,1202633,m,8/30/1992,84.0,state board,2009,88.0,state board,11024,2,B.Tech/B.E.,electronics and electrical engineering,72.5,11024,1,Telangana,2013,580,565,545,0.423951396,325,-1,315,-1,388,-1,-1,0.1282,0.3789,1.3933,-0.7415,0.8637,300000
249,319644,f,7/3/1991,93.0,0,2008,97.0,0,11511,2,B.Tech/B.E.,electronics and communication engineering,80.5,11511,0,Andhra Pradesh,2012,585,655,735,0.538386893,455,333,-1,-1,-1,-1,-1,-0.881,1.1248,-2.9565,-0.78967,-1.2354,395000
250,212917,m,5/10/1990,91.86,matric,2007,94.5,hsc,4968,2,B.Tech/B.E.,electronics and communication engineering,69.06,4968,1,Tamil Nadu,2011,485,404,505,0.824666401,355,400,-1,-1,-1,-1,-1,-0.2628,-1.0593,-0.0537,-0.5253,0.3444,90000
251,313765,m,6/19/1989,79.66,ssc,2006,87.0,intermediate,5069,2,B.Tech/B.E.,mechanical engineering,74.1,5069,0,Andhra Pradesh,2010,525,475,505,0.304510914,-1,-1,-1,340,-1,-1,-1,-0.881,-0.6693,-0.7068,0.06223,-0.1295,300000
252,128849,m,7/28/1988,87.0,board of secondary education,2005,92.0,board of intermediate education,1428,2,B.Tech/B.E.,electrical engineering,63.96,1428,1,Telangana,2009,445,605,525,0.298769129,315,-1,-1,-1,356,-1,-1,0.7027,-0.2871,-0.2974,-0.6147,-1.8189,160000
253,425362,f,8/5/1991,65.0,cbse,2008,58.0,cbse,75,2,B.Tech/B.E.,information technology,70.0,75,0,Uttar Pradesh,2012,404,464,425,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.4173,0.6178,-0.4891,0.6498,-0.4455,145000
254,1248085,m,7/26/1991,70.2,cbse,2009,61.8,state board,17633,2,B.Tech/B.E.,information technology,69.0,17633,0,Orissa,2014,455,370,485,0.622642916,395,-1,407,-1,-1,-1,-1,0.1282,-0.1206,-1.0659,1.794,0.2889,150000
256,990077,m,7/30/1986,70.0,state board,2006,43.42,"p u board, karnataka",11388,2,B.Tech/B.E.,electronics and communication engineering,55.52,11388,1,Karnataka,2014,370,360,270,0.649389715,-1,356,-1,-1,-1,-1,-1,-0.7335,-2.1186,-1.9881,-0.4879,-5.0763,180000
258,1191730,m,8/5/1990,63.0,cbse,2009,64.0,cbse,7148,2,B.Tech/B.E.,electronics and electrical engineering,72.4,7148,0,Punjab,2013,500,460,415,0.193768442,395,-1,-1,-1,324,-1,-1,1.1336,0.7119,0.1637,-0.4879,-0.4776,105000
259,831967,m,5/8/1993,88.8,state board,2010,94.6,state board,9748,2,B.Tech/B.E.,electrical engineering,80.6,9748,1,Telangana,2014,510,525,720,0.938399137,345,-1,-1,-1,553,-1,-1,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,305000
260,651925,m,4/10/1991,76.0,cbse,2009,67.0,state board,8421,2,B.Tech/B.E.,electronics and communication engineering,64.0,8421,1,Karnataka,2013,730,520,590,0.538386893,375,333,-1,-1,-1,-1,-1,1.1336,1.3779,1.2396,1.1601,1.0554,325000
263,639274,f,3/18/1992,85.0,state board,2009,94.6,state board,1141,2,B.Tech/B.E.,mechanical engineering,80.02,1141,0,Andhra Pradesh,2013,545,510,485,0.993917312,-1,-1,-1,606,-1,-1,-1,-0.5899,1.5444,-0.2974,-0.4879,0.6721,210000
265,237243,m,7/12/1988,71.66,hbse,2006,73.8,hbse,47,1,B.Tech/B.E.,computer engineering,63.88,47,1,Delhi,2012,425,485,405,0.735795709,475,-1,-1,-1,-1,-1,-1,0.9737,1.1248,0.2366,0.0623,-0.0506,150000
266,1119582,m,7/10/1992,91.2,state board,2010,77.8,cbse,17288,2,B.Tech/B.E.,information technology,77.8,17288,0,Orissa,2014,535,540,570,0.911395278,395,-1,500,-1,-1,-1,-1,1.2772,0.2124,0.6248,-1.3753,0.4805,210000
267,975579,m,4/7/1993,82.2,cbse,2010,81.0,cbse,119,1,B.Tech/B.E.,electronics and communication engineering,81.0,119,0,Uttar Pradesh,2014,395,425,460,0.783303537,525,388,-1,-1,-1,-1,-1,1.4208,1.2114,1.7007,-0.7415,0.4805,180000
268,1087364,f,8/30/1991,83.0,cbse,2009,73.0,cbse,7627,2,B.Tech/B.E.,electronics and communication engineering,67.0,7627,0,Uttar Pradesh,2013,595,625,560,0.338786347,405,292,-1,-1,-1,-1,-1,-0.3027,0.7119,1.3933,-2.3895,0.6721,325000
269,331155,f,10/6/1990,93.0,ssc,2008,94.6,board of intermediate ap,9769,2,B.Tech/B.E.,electronics and communication engineering,78.15,9769,1,Telangana,2012,515,635,725,0.694479328,-1,366,-1,-1,-1,260,-1,0.8578,1.7488,0.0914,-1.3184,0.5024,360000
270,914037,m,12/26/1987,57.0,state board,2005,58.0,state board,51,2,MCA,computer application,74.8,51,0,Uttar Pradesh,2014,520,595,515,0.842248322,605,-1,469,-1,-1,-1,-1,-0.8772,-0.7866,-1.9881,2.6814,-0.2859,180000
271,863619,m,8/2/1991,83.0,cbse,2008,63.0,cbse,8451,2,B.Tech/B.E.,information technology,66.0,8451,0,Haryana,2013,450,495,515,0.23780284,375,-1,315,-1,-1,-1,-1,0.1282,-0.2871,0.3174,-1.8824,0.0973,160000
272,340788,m,2/26/1990,82.4,cbse,2008,68.0,cbse,7376,2,B.Tech/B.E.,computer engineering,67.23,7376,0,Uttar Pradesh,2012,555,485,445,0.488347977,405,-1,-1,-1,-1,-1,-1,1.4374,0.9688,-0.0537,-1.11277,-0.2875,485000
276,633241,m,10/6/1993,68.6,cbse,2009,70.0,cbse,11630,2,B.Tech/B.E.,electronics and communication engineering,71.3,11630,0,Uttar Pradesh,2013,520,535,620,0.376059587,-1,300,-1,-1,-1,-1,-1,-0.0154,1.0449,0.6248,-1.8824,0.8637,350000
278,960228,m,10/9/1992,71.0,cbse,2010,64.6,cbse,7255,2,B.Tech/B.E.,electronics and communication engineering,65.6,7255,0,Haryana,2014,325,440,380,0.493596387,-1,324,-1,-1,-1,286,-1,-1.1644,1.0449,0.7785,1.4136,-0.6692,225000
279,297128,m,12/4/1988,61.0,icse,2006,61.8,isc,2819,2,B.Tech/B.E.,information technology,62.2,2819,0,Uttar Pradesh,2012,395,565,475,0.670743151,455,-1,-1,-1,-1,-1,-1,0.5522,0.8128,-1.0116,-1.3008,0.1864,200000
280,649762,f,11/18/1991,81.0,state board,2009,93.3,state board,9129,2,B.Tech/B.E.,electronics and communication engineering,74.42,9129,1,Telangana,2013,520,440,605,0.538386893,445,333,-1,-1,-1,-1,-1,-1.308,-0.6201,-1.2196,1.2869,-0.8608,180000
281,36296,m,8/29/1989,72.3,cbse,2006,95.0,andhra board,64,2,B.Tech/B.E.,information technology,70.0,64,0,Uttar Pradesh,2010,454,515,625,0.308400583,355,333,-1,-1,-1,-1,-1,0.0464,0.3448,-0.9245,-0.9953,0.6603,400000
282,273865,m,5/13/1990,75.38,state,2007,72.0,pu,4023,2,B.Tech/B.E.,electronics and communication engineering,68.75,4023,1,Karnataka,2011,325,495,565,0.376059587,-1,300,-1,-1,-1,-1,-1,0.0464,-2.1513,1.1074,0.0623,0.8183,500000
283,895472,m,2/9/1993,87.2,cbse,2010,76.6,cbse,119,1,B.Tech/B.E.,electronics and communication engineering,67.0,119,0,Uttar Pradesh,2014,510,610,665,0.649389715,-1,356,-1,-1,-1,366,-1,-1.8825,-1.4526,-1.9881,1.5404,-1.244,325000
284,514167,m,2/20/1990,57.67,uttar pradesh,2007,74.0,uttar pradesh,2540,2,B.Tech/B.E.,computer engineering,76.26,2540,0,Uttar Pradesh,2012,555,495,810,0.843123727,515,-1,-1,-1,-1,-1,-1,0.3941,0.8128,0.2366,-1.3184,0.3444,260000
286,283462,m,7/21/1990,80.33,up board,2006,89.6,up board,2097,2,B.Tech/B.E.,computer engineering,73.5,2097,0,Uttar Pradesh,2011,525,605,605,0.600057182,435,-1,-1,-1,-1,-1,-1,0.6646,0.5008,0.8171,-0.7603,0.5024,760000
287,257383,m,9/8/1988,78.0,0,2006,85.0,0,1186,2,B.Tech/B.E.,electronics and communication engineering,73.0,1186,0,Tamil Nadu,2010,435,335,345,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,0.5008,0.0914,0.5323,0.1864,180000
288,906896,m,9/8/1992,91.2,state board,2010,95.2,state board,1141,2,B.Tech/B.E.,electronics and communication engineering,76.2,1141,0,Andhra Pradesh,2014,580,645,635,0.997642772,525,-1,-1,-1,-1,548,-1,0.8463,0.7119,1.8543,-1.1218,0.2889,310000
